pre,post,type,n_synapses,stage
AIMR,SIBDL,chemical,1,4
AINL,AFDL,chemical,1,4
AINL,AFDR,chemical,4,4
AINL,ASEL,chemical,1,4
AINL,AUAR,chemical,3,4
AINL,BAGL,chemical,1,4
AINL,CEPshDL,chemical,1,4
AINL,RIBR,chemical,2,4
AINL,RID,chemical,1,4
AINR,AFDL,chemical,4,4
AINR,AUAL,chemical,1,4
AINR,AWCR,chemical,2,4
AINR,BAGL,chemical,1,4
AINR,BAGR,chemical,5,4
AINR,CEPVL,chemical,1,4
AINR,CEPshDL,chemical,1,4
AINR,CEPshVL,chemical,3,4
AINR,RIBL,chemical,1,4
AINR,RID,chemical,1,4
AIYL,ADFL,chemical,1,4
AIYL,AFDL,chemical,1,4
AIYL,AIZL,chemical,9,4
AIYL,BAGL,chemical,2,4
AIYL,BAGR,chemical,3,4
AIYL,RIAL,chemical,4,4
AIYL,RIBL,chemical,6,4
AIYR,ADFR,chemical,1,4
AIYR,AFDR,chemical,1,4
AIYR,AIZR,chemical,5,4
AIYR,AUAR,chemical,1,4
AIYR,BAGL,chemical,1,4
AIYR,RIAR,chemical,2,4
AIYR,RIBR,chemical,2,4
AIZL,ADFL,chemical,3,4
AIZL,AIAL,chemical,2,4
AIZL,AIBL,chemical,1,4
AIZL,AIBR,chemical,11,4
AIZL,AVAL,chemical,1,4
AIZL,AVEL,chemical,2,4
AIZL,AVER,chemical,2,4
AIZL,AWBL,chemical,1,4
AIZL,BAGR,chemical,1,4
AIZL,RIAL,chemical,9,4
AIZL,RIBL,chemical,1,4
AIZL,RIML,chemical,9,4
AIZL,SMBDL,chemical,7,4
AIZL,SMBVL,chemical,10,4
AIZL,SMDVL,chemical,1,4
AIZR,ADFR,chemical,1,4
AIZR,AIAR,chemical,4,4
AIZR,AIBL,chemical,6,4
AIZR,AIBR,chemical,3,4
AIZR,AVEL,chemical,1,4
AIZR,RIAR,chemical,3,4
AIZR,RIMR,chemical,5,4
AIZR,SMBDR,chemical,6,4
AIZR,SMBVR,chemical,6,4
AIZR,SMDVR,chemical,2,4
ALA,ASJL,chemical,1,4
ALA,ASJR,chemical,1,4
ALA,AVEL,chemical,3,4
ALA,AVER,chemical,1,4
ALA,IL1L,chemical,1,4
ALA,IL1R,chemical,1,4
ALA,IL2L,chemical,1,4
ALA,IL2R,chemical,1,4
ALML,BDUL,chemical,3,4
ALML,CEPDL,chemical,1,4
ALML,CEPVL,chemical,2,4
ALML,PVCR,chemical,1,4
ALMR,AVBR,chemical,1,4
ALMR,BDUR,chemical,3,4
ALMR,CEPDR,chemical,1,4
ALMR,CEPVR,chemical,3,4
ALMR,PVCL,chemical,1,4
ALMR,RIFR,chemical,2,4
AQR,ADAR,chemical,1,4
AQR,ADER,chemical,1,4
AQR,AIBL,chemical,1,4
AQR,AVAL,chemical,2,4
AQR,AVAR,chemical,2,4
AQR,AVBL,chemical,3,4
AQR,AVDL,chemical,1,4
AQR,AVDR,chemical,1,4
AQR,PVCL,chemical,2,4
AQR,RIAR,chemical,1,4
AQR,RIR,chemical,1,4
ASEL,AFDL,chemical,1,4
ASEL,AIBL,chemical,9,4
ASEL,AIYL,chemical,8,4
ASEL,AIYR,chemical,1,4
ASEL,ASER,chemical,1,4
ASEL,AWCL,chemical,1,4
ASEL,AWCR,chemical,1,4
ASER,AFDR,chemical,2,4
ASER,AIAR,chemical,1,4
ASER,AIBL,chemical,3,4
ASER,AIBR,chemical,6,4
ASER,AIYL,chemical,3,4
ASER,AIYR,chemical,9,4
ASER,AIZR,chemical,1,4
ASER,AWCR,chemical,5,4
ASGL,AIAL,chemical,7,4
ASGL,AIBL,chemical,1,4
ASGL,AIML,chemical,1,4
ASGR,AIAR,chemical,6,4
ASGR,AIMR,chemical,2,4
ASHL,ADAL,chemical,3,4
ASHL,AIAL,chemical,7,4
ASHL,AIBL,chemical,1,4
ASHL,ASKL,chemical,1,4
ASHL,AVAL,chemical,8,4
ASHL,AVAR,chemical,1,4
ASHL,AVBL,chemical,6,4
ASHL,AVDL,chemical,1,4
ASHL,AVDR,chemical,6,4
ASHL,AWAL,chemical,3,4
ASHL,PVCR,chemical,1,4
ASHL,PVQL,chemical,1,4
ASHL,RIAL,chemical,2,4
ASHL,URXL,chemical,1,4
ASHR,ADAR,chemical,1,4
ASHR,AIAR,chemical,3,4
ASHR,AIBR,chemical,2,4
ASHR,ASKR,chemical,2,4
ASHR,AVAR,chemical,8,4
ASHR,AVBR,chemical,4,4
ASHR,AVDR,chemical,1,4
ASHR,AVHL,chemical,1,4
ASHR,RIAR,chemical,2,4
ASHR,SMBVR,chemical,1,4
ASIL,AIAL,chemical,1,4
ASIL,AWCL,chemical,3,4
ASIL,AWCR,chemical,4,4
ASIL,CEPshDR,chemical,1,4
ASIL,CEPshVL,chemical,3,4
ASIR,AIBR,chemical,1,4
ASIR,ASGR,chemical,1,4
ASIR,AWCL,chemical,2,4
ASIR,AWCR,chemical,1,4
ASIR,CEPshDR,chemical,1,4
ASJL,ASKL,chemical,3,4
ASJL,PVQL,chemical,8,4
ASJR,ASKR,chemical,3,4
ASJR,PVQR,chemical,7,4
ASKL,AIAL,chemical,7,4
ASKL,PVQL,chemical,1,4
ASKR,AIAR,chemical,7,4
ASKR,AIBR,chemical,4,4
ASKR,AINR,chemical,1,4
AUAL,AVAL,chemical,2,4
AUAL,AVEL,chemical,5,4
AUAL,RIAL,chemical,7,4
AUAL,RIBL,chemical,10,4
AUAL,URXL,chemical,2,4
AUAR,AVAR,chemical,1,4
AUAR,AVER,chemical,4,4
AUAR,RIAR,chemical,6,4
AUAR,RIBR,chemical,10,4
AUAR,URYVR,chemical,1,4
AVHL,ADAR,chemical,1,4
AVHL,ADFR,chemical,2,4
AVHL,AIZR,chemical,1,4
AVHL,ASHL,chemical,1,4
AVHL,ASHR,chemical,1,4
AVHL,AWBL,chemical,1,4
AVHL,AWBR,chemical,3,4
AVHL,PVPR,chemical,1,4
AVHL,RIFR,chemical,1,4
AVHL,RIR,chemical,1,4
AVHR,ADFL,chemical,3,4
AVHR,ADLL,chemical,1,4
AVHR,AIAL,chemical,1,4
AVHR,AIZL,chemical,3,4
AVHR,AVAR,chemical,1,4
AVHR,AVHL,chemical,1,4
AVHR,AVJR,chemical,1,4
AVHR,AWBL,chemical,4,4
AVHR,DVA,chemical,1,4
AVHR,SMBVL,chemical,3,4
AVHR,URXL,chemical,1,4
AVJL,AVBR,chemical,2,4
AVJL,BDUR,chemical,1,4
AVJL,FLPL,chemical,1,4
AVJL,PVCL,chemical,2,4
AVJL,PVCR,chemical,1,4
AVJL,RIFR,chemical,1,4
AVJR,AVBL,chemical,1,4
AVJR,AVBR,chemical,1,4
AVJR,AVDR,chemical,1,4
AVJR,RIFL,chemical,1,4
AVKL,AIBL,chemical,1,4
AVKL,AVEL,chemical,2,4
AVKL,AVER,chemical,2,4
AVKL,RIML,chemical,2,4
AVKL,RIMR,chemical,1,4
AVKL,RIS,chemical,2,4
AVKL,RMGL,chemical,1,4
AVKL,RMGR,chemical,1,4
AVKL,SAADR,chemical,1,4
AVKL,SMDVR,chemical,1,4
AVKR,AIBR,chemical,1,4
AVKR,AVER,chemical,1,4
AVKR,AVKL,chemical,2,4
AVKR,RIML,chemical,2,4
AVKR,RIMR,chemical,2,4
AVKR,RIS,chemical,1,4
AVKR,RMDR,chemical,2,4
AVKR,SAADL,chemical,1,4
AVKR,SAAVL,chemical,1,4
AVKR,SIADL,chemical,1,4
AVL,RIS,chemical,2,4
AVL,RMEL,chemical,1,4
AVL,RMER,chemical,1,4
AWAL,AIAL,chemical,1,4
AWAL,AIZL,chemical,4,4
AWAL,ASEL,chemical,2,4
AWAL,AWBL,chemical,5,4
AWAR,ADLR,chemical,3,4
AWAR,AFDR,chemical,1,4
AWAR,AIAR,chemical,1,4
AWAR,AIYR,chemical,2,4
AWAR,AIZR,chemical,3,4
AWAR,ASER,chemical,4,4
AWAR,AWAL,chemical,1,4
AWAR,AWBR,chemical,5,4
AWBL,ADFL,chemical,5,4
AWBL,ADFR,chemical,2,4
AWBL,AIZL,chemical,3,4
AWBL,ASHL,chemical,1,4
AWBL,AVHR,chemical,1,4
AWBL,RIAL,chemical,1,4
AWBL,RIR,chemical,1,4
AWBL,SMBVL,chemical,1,4
AWBL,URXL,chemical,1,4
AWBR,ADFR,chemical,5,4
AWBR,AIZR,chemical,1,4
AWBR,ASER,chemical,1,4
AWBR,ASHR,chemical,1,4
AWBR,AUAR,chemical,1,4
AWBR,AVHL,chemical,3,4
AWBR,RIBR,chemical,1,4
AWBR,RIR,chemical,2,4
AWBR,SMBVR,chemical,1,4
AWBR,URXR,chemical,1,4
AWCL,AIAL,chemical,2,4
AWCL,AIAR,chemical,2,4
AWCL,AIBL,chemical,8,4
AWCL,AIBR,chemical,2,4
AWCL,AINR,chemical,1,4
AWCL,AIYL,chemical,6,4
AWCL,AIYR,chemical,3,4
AWCL,ASEL,chemical,2,4
AWCL,ASER,chemical,1,4
AWCL,AWCR,chemical,3,4
AWCR,ADLR,chemical,1,4
AWCR,AIAL,chemical,3,4
AWCR,AIAR,chemical,3,4
AWCR,AIBL,chemical,5,4
AWCR,AIBR,chemical,5,4
AWCR,AINL,chemical,1,4
AWCR,AIYL,chemical,4,4
AWCR,AIYR,chemical,1,4
AWCR,ASER,chemical,5,4
AWCR,AWCL,chemical,5,4
BAGL,AVER,chemical,4,4
BAGL,RIAR,chemical,3,4
BAGL,RIBR,chemical,7,4
BAGL,RIGR,chemical,1,4
BAGR,AVEL,chemical,3,4
BAGR,RIAL,chemical,4,4
BAGR,RIBL,chemical,5,4
BAGR,RIGL,chemical,2,4
BDUL,ALML,chemical,1,4
BDUL,PVCR,chemical,2,4
BDUL,PVR,chemical,3,4
BDUR,AVJL,chemical,1,4
BDUR,IL2DR,chemical,1,4
BDUR,PVCL,chemical,1,4
BDUR,PVR,chemical,1,4
CEPDL,AVER,chemical,4,4
CEPDL,IL1DL,chemical,3,4
CEPDL,IL1L,chemical,1,4
CEPDL,OLLL,chemical,6,4
CEPDL,OLQDL,chemical,1,4
CEPDL,RICL,chemical,1,4
CEPDL,RICR,chemical,1,4
CEPDL,RMDVL,chemical,6,4
CEPDL,SMDDR,chemical,1,4
CEPDL,URBL,chemical,2,4
CEPDL,URYDL,chemical,1,4
CEPDR,ADAR,chemical,1,4
CEPDR,AVAR,chemical,1,4
CEPDR,AVEL,chemical,5,4
CEPDR,IL1DR,chemical,1,4
CEPDR,OLLR,chemical,5,4
CEPDR,OLQDR,chemical,2,4
CEPDR,RICL,chemical,3,4
CEPDR,RICR,chemical,3,4
CEPDR,RMDDR,chemical,1,4
CEPDR,RMDVR,chemical,3,4
CEPDR,SMDDL,chemical,1,4
CEPDR,URBR,chemical,2,4
CEPDR,URYDR,chemical,1,4
CEPVL,AVER,chemical,5,4
CEPVL,IL1VL,chemical,1,4
CEPVL,IL2VL,chemical,1,4
CEPVL,OLLL,chemical,7,4
CEPVL,OLQVL,chemical,3,4
CEPVL,RICL,chemical,1,4
CEPVL,RICR,chemical,2,4
CEPVL,RIPL,chemical,2,4
CEPVL,RMDDL,chemical,4,4
CEPVL,SMDVR,chemical,2,4
CEPVL,URYVL,chemical,1,4
CEPVR,AVEL,chemical,4,4
CEPVR,IL1VR,chemical,2,4
CEPVR,OLLR,chemical,4,4
CEPVR,OLQVR,chemical,3,4
CEPVR,RICL,chemical,1,4
CEPVR,RICR,chemical,3,4
CEPVR,RIPR,chemical,1,4
CEPVR,RMDDR,chemical,2,4
CEPVR,SMBVR,chemical,1,4
CEPVR,SMDVL,chemical,2,4
CEPVR,URAVR,chemical,1,4
CEPVR,URBR,chemical,1,4
DVA,AIZL,chemical,2,4
DVA,AIZR,chemical,1,4
DVA,AUAL,chemical,1,4
DVA,AUAR,chemical,1,4
DVA,AVAL,chemical,1,4
DVA,AVEL,chemical,4,4
DVA,AVER,chemical,4,4
DVA,RIR,chemical,3,4
DVA,URYDL,chemical,1,4
DVA,URYDR,chemical,1,4
DVA,URYVR,chemical,1,4
DVC,AIBL,chemical,3,4
DVC,AIBR,chemical,4,4
DVC,AIZR,chemical,1,4
DVC,AVAL,chemical,1,4
DVC,AVAR,chemical,1,4
DVC,AVDL,chemical,1,4
DVC,AVEL,chemical,1,4
DVC,AVER,chemical,1,4
DVC,BAGL,chemical,1,4
DVC,CEPshDL,chemical,1,4
DVC,RIBL,chemical,2,4
DVC,RIBR,chemical,4,4
DVC,RIGL,chemical,3,4
DVC,RIGR,chemical,4,4
DVC,URAVR,chemical,1,4
FLPL,AVBL,chemical,1,4
FLPL,AVBR,chemical,1,4
FLPL,AVDL,chemical,2,4
FLPL,AVEL,chemical,1,4
FLPL,AVJL,chemical,1,4
FLPL,FLPR,chemical,1,4
FLPL,PVCR,chemical,1,4
FLPR,ADER,chemical,1,4
FLPR,AVAL,chemical,1,4
FLPR,AVBL,chemical,2,4
FLPR,AVDL,chemical,2,4
FLPR,AVEL,chemical,1,4
FLPR,FLPL,chemical,2,4
IL1DL,BWM-DL01,chemical,1,4
IL1DL,BWM-DL02,chemical,1,4
IL1DL,RIPL,chemical,3,4
IL1DL,RMDVL,chemical,1,4
IL1DL,RMEL,chemical,1,4
IL1DR,BWM-DR01,chemical,2,4
IL1DR,BWM-DR02,chemical,2,4
IL1DR,RIPR,chemical,2,4
IL1DR,RMDVR,chemical,2,4
IL1DR,RMER,chemical,1,4
IL1L,BWM-DL02,chemical,4,4
IL1L,BWM-VL02,chemical,4,4
IL1L,RIPL,chemical,1,4
IL1L,RMDDL,chemical,2,4
IL1L,RMDDR,chemical,1,4
IL1L,RMDL,chemical,2,4
IL1L,RMDVL,chemical,4,4
IL1L,RMER,chemical,1,4
IL1L,URADL,chemical,1,4
IL1R,BWM-DR02,chemical,1,4
IL1R,BWM-VR02,chemical,2,4
IL1R,BWM-VR04,chemical,2,4
IL1R,RMDDR,chemical,2,4
IL1R,RMDR,chemical,2,4
IL1R,RMDVR,chemical,1,4
IL1VL,BWM-VL01,chemical,1,4
IL1VL,BWM-VL02,chemical,3,4
IL1VL,RIPL,chemical,4,4
IL1VL,RMDDL,chemical,3,4
IL1VL,RMEL,chemical,1,4
IL1VR,BWM-VR01,chemical,2,4
IL1VR,BWM-VR02,chemical,1,4
IL1VR,RIPR,chemical,3,4
IL1VR,RMDDR,chemical,3,4
IL1VR,RMER,chemical,1,4
IL2DL,IL1DL,chemical,1,4
IL2DL,RIPL,chemical,3,4
IL2DL,RMED,chemical,2,4
IL2DL,RMEL,chemical,4,4
IL2DL,RMER,chemical,3,4
IL2DL,URADL,chemical,1,4
IL2DR,IL1DR,chemical,1,4
IL2DR,RIPR,chemical,5,4
IL2DR,RMED,chemical,1,4
IL2DR,RMEL,chemical,3,4
IL2DR,RMER,chemical,3,4
IL2DR,RMEV,chemical,2,4
IL2DR,URADR,chemical,3,4
IL2L,OLLL,chemical,1,4
IL2L,OLQDL,chemical,2,4
IL2L,OLQVL,chemical,2,4
IL2L,RIH,chemical,4,4
IL2L,RMDR,chemical,1,4
IL2R,OLLR,chemical,2,4
IL2R,OLQDR,chemical,4,4
IL2R,OLQVR,chemical,3,4
IL2R,RIH,chemical,5,4
IL2R,RMDL,chemical,2,4
IL2VL,IL1VL,chemical,1,4
IL2VL,RIPL,chemical,7,4
IL2VL,RMED,chemical,1,4
IL2VL,RMEL,chemical,3,4
IL2VL,RMER,chemical,2,4
IL2VL,URAVL,chemical,1,4
IL2VR,BWM-VR01,chemical,2,4
IL2VR,RIPR,chemical,4,4
IL2VR,RMEL,chemical,2,4
IL2VR,RMER,chemical,3,4
IL2VR,RMEV,chemical,2,4
IL2VR,URAVR,chemical,1,4
OLLL,AVER,chemical,11,4
OLLL,CEPDL,chemical,5,4
OLLL,CEPVL,chemical,7,4
OLLL,RIBL,chemical,9,4
OLLL,RMDDL,chemical,4,4
OLLL,RMDVL,chemical,4,4
OLLL,SMDDR,chemical,4,4
OLLL,SMDVR,chemical,4,4
OLLR,AVEL,chemical,13,4
OLLR,CEPDR,chemical,2,4
OLLR,CEPVR,chemical,3,4
OLLR,RIBR,chemical,3,4
OLLR,RMDDR,chemical,2,4
OLLR,RMDL,chemical,1,4
OLLR,RMDVR,chemical,2,4
OLLR,SMDDL,chemical,3,4
OLLR,SMDVL,chemical,5,4
OLQDL,IL2L,chemical,1,4
OLQDL,RICR,chemical,1,4
OLQDL,RMDDR,chemical,1,4
OLQDL,SIBVL,chemical,1,4
OLQDR,IL2R,chemical,1,4
OLQDR,RICL,chemical,1,4
OLQDR,RMDDL,chemical,1,4
OLQDR,SIBVR,chemical,1,4
OLQVL,IL2L,chemical,1,4
OLQVL,RICL,chemical,1,4
OLQVL,RMDVR,chemical,2,4
OLQVL,RMHL,chemical,1,4
OLQVL,SIBDL,chemical,2,4
OLQVR,IL2R,chemical,1,4
OLQVR,RICR,chemical,1,4
OLQVR,RMDVL,chemical,2,4
OLQVR,SIBDR,chemical,2,4
PVCL,AVBL,chemical,3,4
PVCL,AVBR,chemical,1,4
PVCL,AVDL,chemical,1,4
PVCL,AVEL,chemical,1,4
PVCL,AVER,chemical,1,4
PVCL,FLPR,chemical,1,4
PVCL,PVCR,chemical,1,4
PVCL,RIS,chemical,1,4
PVCL,SIAVR,chemical,1,4
PVCL,SIBDL,chemical,1,4
PVCL,SIBDR,chemical,2,4
PVCL,SIBVL,chemical,1,4
PVCR,AVAL,chemical,2,4
PVCR,AVBR,chemical,3,4
PVCR,AVDL,chemical,1,4
PVCR,AVDR,chemical,2,4
PVCR,AVEL,chemical,1,4
PVCR,AVER,chemical,1,4
PVCR,FLPL,chemical,1,4
PVCR,PVCL,chemical,1,4
PVCR,RID,chemical,4,4
PVCR,SIAVL,chemical,1,4
PVPL,AIBR,chemical,1,4
PVPL,AVAL,chemical,1,4
PVPL,AVHR,chemical,1,4
PVPL,DVA,chemical,1,4
PVPL,RIGL,chemical,1,4
PVPR,AIBL,chemical,1,4
PVPR,AVBL,chemical,1,4
PVPR,AVBR,chemical,1,4
PVPR,AVEL,chemical,1,4
PVPR,PVCR,chemical,1,4
PVPR,RIGR,chemical,1,4
PVQL,AIAL,chemical,6,4
PVQL,ASJL,chemical,1,4
PVQL,ASKL,chemical,7,4
PVQR,AIAL,chemical,1,4
PVQR,AIAR,chemical,3,4
PVQR,ASJR,chemical,2,4
PVQR,ASKL,chemical,1,4
PVQR,ASKR,chemical,4,4
PVQR,AWAL,chemical,1,4
PVR,AVBL,chemical,5,4
PVR,AVBR,chemical,3,4
PVR,AVJL,chemical,3,4
PVR,AVJR,chemical,4,4
PVR,CEPVR,chemical,1,4
PVR,IL1DL,chemical,1,4
PVR,IL1DR,chemical,1,4
PVR,IL1VL,chemical,1,4
PVR,IL1VR,chemical,2,4
PVR,RIPL,chemical,1,4
PVR,RIPR,chemical,4,4
PVR,URYVR,chemical,1,4
PVT,AIBL,chemical,1,4
PVT,AIBR,chemical,1,4
PVT,AVKL,chemical,7,4
PVT,AVKR,chemical,6,4
PVT,AVL,chemical,2,4
PVT,DVC,chemical,2,4
PVT,OLQVL,chemical,1,4
PVT,RIGL,chemical,2,4
PVT,RIGR,chemical,3,4
PVT,RIR,chemical,1,4
PVT,RMEV,chemical,1,4
PVT,SAADL,chemical,1,4
RIAL,CEPDR,chemical,1,4
RIAL,CEPVR,chemical,1,4
RIAL,RIAR,chemical,17,4
RIAL,RIVR,chemical,1,4
RIAL,RMDDL,chemical,11,4
RIAL,RMDDR,chemical,11,4
RIAL,RMDL,chemical,10,4
RIAL,RMDR,chemical,6,4
RIAL,RMDVL,chemical,12,4
RIAL,RMDVR,chemical,10,4
RIAL,SIADL,chemical,7,4
RIAL,SIAVR,chemical,2,4
RIAL,SMDDL,chemical,7,4
RIAL,SMDDR,chemical,6,4
RIAL,SMDVL,chemical,9,4
RIAL,SMDVR,chemical,10,4
RIAR,CEPVR,chemical,2,4
RIAR,IL1R,chemical,1,4
RIAR,RIAL,chemical,15,4
RIAR,RIVL,chemical,1,4
RIAR,RMDDL,chemical,11,4
RIAR,RMDDR,chemical,10,4
RIAR,RMDL,chemical,7,4
RIAR,RMDR,chemical,9,4
RIAR,RMDVL,chemical,7,4
RIAR,RMDVR,chemical,13,4
RIAR,SIADL,chemical,2,4
RIAR,SIADR,chemical,1,4
RIAR,SIAVL,chemical,4,4
RIAR,SMDDL,chemical,8,4
RIAR,SMDDR,chemical,11,4
RIAR,SMDVL,chemical,13,4
RIAR,SMDVR,chemical,6,4
RIBL,AIBR,chemical,1,4
RIBL,AVAL,chemical,1,4
RIBL,AVDR,chemical,1,4
RIBL,AVEL,chemical,2,4
RIBL,AVER,chemical,4,4
RIBL,BAGR,chemical,2,4
RIBL,OLLL,chemical,1,4
RIBL,RIAL,chemical,2,4
RIBL,RIS,chemical,1,4
RIBL,SMDDR,chemical,1,4
RIBL,SMDVR,chemical,1,4
RIBR,AIBL,chemical,1,4
RIBR,AIZR,chemical,1,4
RIBR,AVAR,chemical,1,4
RIBR,AVDR,chemical,1,4
RIBR,AVEL,chemical,4,4
RIBR,AVER,chemical,2,4
RIBR,BAGL,chemical,3,4
RIBR,OLQVR,chemical,1,4
RIBR,RIAR,chemical,3,4
RIBR,RID,chemical,1,4
RIBR,RIS,chemical,2,4
RIBR,SMDDL,chemical,1,4
RIBR,SMDVL,chemical,3,4
RIBR,URYVR,chemical,2,4
RICL,ADAL,chemical,1,4
RICL,ADAR,chemical,1,4
RICL,AVAL,chemical,5,4
RICL,AVAR,chemical,2,4
RICL,RMHL,chemical,1,4
RICL,RMHR,chemical,1,4
RICL,SMBDL,chemical,2,4
RICL,SMDDR,chemical,1,4
RICL,SMDVL,chemical,1,4
RICL,SMDVR,chemical,1,4
RICR,ADAL,chemical,1,4
RICR,ADAR,chemical,1,4
RICR,AVAL,chemical,4,4
RICR,AVAR,chemical,4,4
RICR,RIVL,chemical,1,4
RICR,RMHL,chemical,3,4
RICR,RMHR,chemical,1,4
RICR,SMBDR,chemical,2,4
RICR,SMDDL,chemical,4,4
RICR,SMDDR,chemical,2,4
RICR,SMDVL,chemical,1,4
RIFL,ADAL,chemical,1,4
RIFL,ALML,chemical,1,4
RIFL,ASHL,chemical,1,4
RIFL,AVBL,chemical,5,4
RIFL,AVBR,chemical,1,4
RIFL,AVJL,chemical,1,4
RIFL,AVJR,chemical,3,4
RIFL,BDUL,chemical,1,4
RIFL,PVCR,chemical,1,4
RIFL,PVPL,chemical,2,4
RIFL,RIML,chemical,2,4
RIFR,ASHR,chemical,1,4
RIFR,AVBR,chemical,4,4
RIFR,AVJL,chemical,1,4
RIFR,BDUL,chemical,1,4
RIFR,BDUR,chemical,2,4
RIFR,RIMR,chemical,1,4
RIGL,ADEL,chemical,1,4
RIGL,AIBR,chemical,3,4
RIGL,AIZL,chemical,3,4
RIGL,AVEL,chemical,2,4
RIGL,AVER,chemical,3,4
RIGL,AVHR,chemical,1,4
RIGL,AVKL,chemical,2,4
RIGL,AVKR,chemical,2,4
RIGL,BAGR,chemical,2,4
RIGL,DVC,chemical,1,4
RIGL,OLQVL,chemical,2,4
RIGL,RIBL,chemical,2,4
RIGL,RIR,chemical,2,4
RIGL,RMGL,chemical,1,4
