pre,post,type,n_synapses,stage
AIMR,PVNL,chemical,1,7
AIMR,RICR,chemical,1,7
AIMR,RIFL,chemical,2,7
AIMR,RMGR,chemical,1,7
AIMR,URXR,chemical,1,7
AINL,AFDL,chemical,2,7
AINL,AFDR,chemical,7,7
AINL,AIBL,chemical,1,7
AINL,AIBR,chemical,1,7
AINL,ASEL,chemical,1,7
AINL,AUAR,chemical,1,7
AINL,BAGL,chemical,9,7
AINL,CEPVR,chemical,1,7
AINL,CEPshVL,chemical,1,7
AINL,CEPshVR,chemical,6,7
AINL,RIAR,chemical,1,7
AINL,RIBL,chemical,1,7
AINL,RIBR,chemical,4,7
AINL,RIMR,chemical,3,7
AINL,URXR,chemical,1,7
AINR,AFDL,chemical,7,7
AINR,AIBR,chemical,2,7
AINR,ASER,chemical,2,7
AINR,AUAL,chemical,5,7
AINR,AUAR,chemical,1,7
AINR,AWCR,chemical,1,7
AINR,BAGR,chemical,10,7
AINR,CEPVL,chemical,2,7
AINR,CEPshVL,chemical,3,7
AINR,CEPshVR,chemical,1,7
AINR,RIBL,chemical,8,7
AINR,RIBR,chemical,2,7
AINR,RID,chemical,1,7
AINR,RIML,chemical,1,7
AIYL,AFDL,chemical,1,7
AIYL,AIZL,chemical,10,7
AIYL,AIZR,chemical,1,7
AIYL,RIAL,chemical,6,7
AIYL,RIBL,chemical,4,7
AIYR,ADFR,chemical,2,7
AIYR,AFDR,chemical,1,7
AIYR,AIBR,chemical,1,7
AIYR,AIYL,chemical,1,7
AIYR,AIZR,chemical,15,7
AIYR,ASER,chemical,4,7
AIYR,AWAR,chemical,1,7
AIYR,AWCL,chemical,1,7
AIYR,BAGL,chemical,1,7
AIYR,RIAR,chemical,5,7
AIYR,RIBR,chemical,8,7
AIYR,RIR,chemical,1,7
AIZL,ADFL,chemical,1,7
AIZL,AIAL,chemical,5,7
AIZL,AIBL,chemical,3,7
AIZL,AIBR,chemical,23,7
AIZL,ASEL,chemical,2,7
AIZL,AVEL,chemical,5,7
AIZL,AVER,chemical,10,7
AIZL,AWAL,chemical,2,7
AIZL,AWBL,chemical,1,7
AIZL,BAGR,chemical,1,7
AIZL,RIAL,chemical,12,7
AIZL,RIML,chemical,12,7
AIZL,SMBDL,chemical,11,7
AIZL,SMBVL,chemical,13,7
AIZL,URYDL,chemical,1,7
AIZR,AFDR,chemical,1,7
AIZR,AIAR,chemical,5,7
AIZR,AIBL,chemical,18,7
AIZR,AIBR,chemical,2,7
AIZR,ASER,chemical,1,7
AIZR,AVEL,chemical,7,7
AIZR,AVER,chemical,2,7
AIZR,AWCL,chemical,3,7
AIZR,BAGL,chemical,1,7
AIZR,DVA,chemical,1,7
AIZR,RIAL,chemical,1,7
AIZR,RIAR,chemical,11,7
AIZR,RIMR,chemical,12,7
AIZR,SMBDL,chemical,1,7
AIZR,SMBDR,chemical,16,7
AIZR,SMBVR,chemical,15,7
ALA,ADLL,chemical,1,7
ALA,AVEL,chemical,3,7
ALA,AVER,chemical,4,7
ALA,BDUL,chemical,1,7
ALA,CEPshVL,chemical,1,7
ALA,CEPshVR,chemical,1,7
ALA,PVNL,chemical,1,7
ALML,BDUL,chemical,10,7
ALML,CEPDL,chemical,1,7
ALML,CEPVL,chemical,5,7
ALML,PVCL,chemical,5,7
ALML,PVNL,chemical,1,7
ALML,PVNR,chemical,1,7
ALML,PVR,chemical,1,7
ALML,RMDDR,chemical,1,7
ALML,SMBDR,chemical,1,7
ALMR,ALNR,chemical,1,7
ALMR,AVBR,chemical,1,7
ALMR,AVDL,chemical,1,7
ALMR,BDUR,chemical,6,7
ALMR,CEPDR,chemical,4,7
ALMR,CEPVR,chemical,4,7
ALMR,PVCR,chemical,7,7
ALMR,PVR,chemical,1,7
ALMR,SDQR,chemical,1,7
ALNL,RIAL,chemical,1,7
ALNL,RIVR,chemical,2,7
ALNL,RMGL,chemical,2,7
ALNL,SAAVL,chemical,9,7
ALNL,SMBDR,chemical,4,7
ALNL,SMDVR,chemical,1,7
ALNR,BWM-DR06,chemical,1,7
ALNR,RIGR,chemical,1,7
ALNR,RIVL,chemical,2,7
ALNR,RMHL,chemical,1,7
ALNR,SAADR,chemical,1,7
ALNR,SAAVR,chemical,11,7
ALNR,SMBDL,chemical,4,7
ALNR,SMDDL,chemical,1,7
ALNR,SMDVL,chemical,1,7
ALNR,SMDVR,chemical,1,7
AQR,ADER,chemical,1,7
AQR,AIBR,chemical,1,7
AQR,AVAL,chemical,3,7
AQR,AVAR,chemical,5,7
AQR,AVBL,chemical,5,7
AQR,AVBR,chemical,6,7
AQR,AVDL,chemical,2,7
AQR,AVHL,chemical,1,7
AQR,BAGL,chemical,4,7
AQR,BAGR,chemical,4,7
AQR,DVA,chemical,2,7
AQR,PVCL,chemical,2,7
AQR,PVCR,chemical,4,7
AQR,RIAL,chemical,5,7
AQR,RIAR,chemical,5,7
AQR,RIR,chemical,3,7
AQR,SDQL,chemical,1,7
ASEL,ADLL,chemical,2,7
ASEL,AFDL,chemical,1,7
ASEL,AFDR,chemical,1,7
ASEL,AIAL,chemical,2,7
ASEL,AIAR,chemical,2,7
ASEL,AIBL,chemical,18,7
ASEL,AIBR,chemical,5,7
ASEL,AINL,chemical,1,7
ASEL,AIYL,chemical,13,7
ASEL,AIYR,chemical,5,7
ASEL,AWCL,chemical,8,7
ASEL,RIAR,chemical,2,7
ASER,AFDL,chemical,4,7
ASER,AFDR,chemical,2,7
ASER,AIAR,chemical,1,7
ASER,AIBL,chemical,5,7
ASER,AIBR,chemical,12,7
ASER,AIYL,chemical,13,7
ASER,AIYR,chemical,16,7
ASER,AIZR,chemical,1,7
ASER,ASEL,chemical,1,7
ASER,ASER,chemical,1,7
ASER,ASIR,chemical,1,7
ASER,AWAR,chemical,2,7
ASER,AWCL,chemical,2,7
ASER,AWCR,chemical,1,7
ASER,BAGR,chemical,1,7
ASER,HSNR,chemical,1,7
ASER,PVQR,chemical,1,7
ASER,RIAL,chemical,3,7
ASGL,AIAL,chemical,12,7
ASGL,AIBL,chemical,2,7
ASGL,ASJL,chemical,1,7
ASGR,AIAR,chemical,17,7
ASGR,AIBR,chemical,5,7
ASGR,AIMR,chemical,2,7
ASGR,AWCL,chemical,1,7
ASHL,ADAL,chemical,1,7
ASHL,ADFL,chemical,1,7
ASHL,ADLL,chemical,3,7
ASHL,AIAL,chemical,15,7
ASHL,AIBL,chemical,4,7
ASHL,AIYL,chemical,1,7
ASHL,ASHL,chemical,1,7
ASHL,ASKL,chemical,1,7
ASHL,AVAL,chemical,8,7
ASHL,AVBL,chemical,8,7
ASHL,AVDL,chemical,2,7
ASHL,AVDR,chemical,14,7
ASHL,AVFR,chemical,1,7
ASHL,AVHR,chemical,1,7
ASHL,AVJL,chemical,1,7
ASHL,AVJR,chemical,2,7
ASHL,AWAL,chemical,1,7
ASHL,AWBL,chemical,2,7
ASHL,HSNL,chemical,1,7
ASHL,HSNR,chemical,5,7
ASHL,PVNL,chemical,4,7
ASHR,ADAR,chemical,5,7
ASHR,ADFR,chemical,3,7
ASHR,AIAR,chemical,13,7
ASHR,AIBR,chemical,10,7
ASHR,AIYR,chemical,1,7
ASHR,AVAR,chemical,6,7
ASHR,AVBR,chemical,15,7
ASHR,AVDL,chemical,3,7
ASHR,AVDR,chemical,3,7
ASHR,AVER,chemical,1,7
ASHR,AVFR,chemical,1,7
ASHR,AVHL,chemical,3,7
ASHR,AVJL,chemical,2,7
ASHR,AWBR,chemical,2,7
ASHR,HSNR,chemical,1,7
ASHR,RIAR,chemical,3,7
ASHR,RIFR,chemical,1,7
ASIL,AFDL,chemical,1,7
ASIL,AIAL,chemical,8,7
ASIL,AIBL,chemical,5,7
ASIL,AIYL,chemical,1,7
ASIL,ASGL,chemical,1,7
ASIL,AWAL,chemical,2,7
ASIL,AWCL,chemical,8,7
ASIL,AWCR,chemical,4,7
ASIL,BAGR,chemical,1,7
ASIL,CEPshDL,chemical,2,7
ASIL,CEPshVL,chemical,1,7
ASIL,RIAL,chemical,1,7
ASIR,AIAR,chemical,4,7
ASIR,AIBR,chemical,7,7
ASIR,ASGR,chemical,4,7
ASIR,ASKR,chemical,2,7
ASIR,AWAR,chemical,1,7
ASIR,AWCL,chemical,7,7
ASIR,AWCR,chemical,15,7
ASIR,CEPshVR,chemical,1,7
ASIR,RIAR,chemical,1,7
ASJL,AIAL,chemical,1,7
ASJL,ASGL,chemical,1,7
ASJL,ASKL,chemical,1,7
ASJL,CEPshVL,chemical,1,7
ASJL,HSNR,chemical,1,7
ASJL,PVQL,chemical,11,7
ASJR,ASKR,chemical,10,7
ASJR,HSNR,chemical,1,7
ASJR,PVNL,chemical,1,7
ASJR,PVQR,chemical,13,7
ASKL,ADLL,chemical,1,7
ASKL,AIAL,chemical,21,7
ASKL,AIAR,chemical,2,7
ASKL,AIBL,chemical,10,7
ASKL,AIML,chemical,6,7
ASKL,AINL,chemical,2,7
ASKL,ASGL,chemical,1,7
ASKL,ASIL,chemical,1,7
ASKR,ADLR,chemical,3,7
ASKR,AIAR,chemical,19,7
ASKR,AIBR,chemical,5,7
ASKR,AIMR,chemical,6,7
ASKR,ASHR,chemical,1,7
ASKR,AVDR,chemical,1,7
ASKR,AVJR,chemical,1,7
ASKR,HSNL,chemical,2,7
ASKR,HSNR,chemical,1,7
ASKR,PVNL,chemical,1,7
ASKR,RMGR,chemical,1,7
AUAL,AVAL,chemical,6,7
AUAL,AVDR,chemical,1,7
AUAL,AVEL,chemical,10,7
AUAL,RIAL,chemical,17,7
AUAL,RIBL,chemical,22,7
AUAL,SAAVL,chemical,1,7
AUAL,URXL,chemical,3,7
AUAR,AVAR,chemical,5,7
AUAR,AVDL,chemical,1,7
AUAR,AVER,chemical,11,7
AUAR,BAGL,chemical,1,7
AUAR,RIAR,chemical,15,7
AUAR,RIBR,chemical,21,7
AVFL,AIMR,chemical,1,7
AVFL,AQR,chemical,1,7
AVFL,AVBR,chemical,5,7
AVFL,AVER,chemical,1,7
AVFL,AVFR,chemical,2,7
AVFL,AVJL,chemical,1,7
AVFL,DVA,chemical,3,7
AVFL,HSNL,chemical,2,7
AVFL,HSNR,chemical,1,7
AVFL,PVNR,chemical,2,7
AVFL,RIFL,chemical,1,7
AVFR,ADAL,chemical,1,7
AVFR,AVBR,chemical,1,7
AVFR,AVFL,chemical,1,7
AVFR,AVJL,chemical,1,7
AVFR,AVM,chemical,1,7
AVFR,AWAL,chemical,1,7
AVFR,AWBL,chemical,1,7
AVFR,BDUL,chemical,2,7
AVFR,HSNR,chemical,1,7
AVFR,PVNL,chemical,2,7
AVFR,PVNR,chemical,2,7
AVFR,PVQR,chemical,1,7
AVFR,RIFR,chemical,1,7
AVFR,SIAVL,chemical,1,7
AVFR,SMDVR,chemical,1,7
AVHL,ADFR,chemical,2,7
AVHL,AIAR,chemical,1,7
AVHL,AQR,chemical,2,7
AVHL,ASHR,chemical,1,7
AVHL,AVAR,chemical,1,7
AVHL,AVBL,chemical,1,7
AVHL,AVJL,chemical,1,7
AVHL,AWBR,chemical,3,7
AVHL,BAGL,chemical,1,7
AVHL,DVA,chemical,2,7
AVHL,PVCR,chemical,1,7
AVHL,PVPR,chemical,3,7
AVHL,RIR,chemical,3,7
AVHL,RIVL,chemical,1,7
AVHL,SMBDR,chemical,1,7
AVHL,SMBVR,chemical,3,7
AVHL,SMDVL,chemical,1,7
AVHR,ADFL,chemical,1,7
AVHR,ADLL,chemical,1,7
AVHR,AIBL,chemical,1,7
AVHR,AINR,chemical,1,7
AVHR,ASHL,chemical,1,7
AVHR,AVAL,chemical,2,7
AVHR,AVHL,chemical,1,7
AVHR,AVJR,chemical,1,7
AVHR,AVM,chemical,1,7
AVHR,AWBL,chemical,2,7
AVHR,BDUL,chemical,1,7
AVHR,DVA,chemical,3,7
AVHR,PVCL,chemical,1,7
AVHR,PVPL,chemical,4,7
AVHR,RIFL,chemical,1,7
AVHR,RIML,chemical,1,7
AVHR,RIR,chemical,4,7
AVHR,RIVR,chemical,2,7
AVHR,SIAVL,chemical,1,7
AVHR,SMBDL,chemical,1,7
AVHR,SMBVL,chemical,1,7
AVHR,SMDVR,chemical,1,7
AVHR,URXL,chemical,2,7
AVJL,ADAR,chemical,1,7
AVJL,AVAR,chemical,1,7
AVJL,AVBL,chemical,1,7
AVJL,AVBR,chemical,6,7
AVJL,AVM,chemical,1,7
AVJL,PVCR,chemical,3,7
AVJR,AVBL,chemical,3,7
AVJR,AVBR,chemical,1,7
AVJR,AVM,chemical,1,7
AVJR,PVCL,chemical,4,7
AVJR,PVCR,chemical,1,7
AVJR,RID,chemical,2,7
AVJR,RIS,chemical,1,7
AVKL,AVBL,chemical,1,7
AVKL,AVEL,chemical,3,7
AVKL,AVER,chemical,3,7
AVKL,AVL,chemical,1,7
AVKL,DVC,chemical,1,7
AVKL,RIGR,chemical,4,7
AVKL,RIML,chemical,4,7
AVKL,RIMR,chemical,4,7
AVKL,RIS,chemical,1,7
AVKL,RIVL,chemical,1,7
AVKL,RMDL,chemical,1,7
AVKL,RMFL,chemical,1,7
AVKL,SAADR,chemical,2,7
AVKL,SAAVR,chemical,1,7
AVKL,SMBDR,chemical,1,7
AVKL,SMDDL,chemical,2,7
AVKL,SMDVL,chemical,1,7
AVKR,AIBL,chemical,1,7
AVKR,AIBR,chemical,2,7
AVKR,AVEL,chemical,1,7
AVKR,AVER,chemical,1,7
AVKR,AVL,chemical,2,7
AVKR,DVC,chemical,1,7
AVKR,RIGL,chemical,1,7
AVKR,RIML,chemical,3,7
AVKR,RIMR,chemical,3,7
AVKR,RIS,chemical,5,7
AVKR,RIVL,chemical,1,7
AVKR,RIVR,chemical,1,7
AVKR,RMDR,chemical,5,7
AVKR,RMFR,chemical,1,7
AVKR,SAADL,chemical,2,7
AVKR,SAAVL,chemical,2,7
AVKR,SMDVL,chemical,1,7
AVKR,SMDVR,chemical,2,7
AVL,PVT,chemical,1,7
AVL,RIS,chemical,1,7
AVL,RMER,chemical,1,7
AVM,AVBL,chemical,6,7
AVM,AVBR,chemical,8,7
AVM,AVDL,chemical,2,7
AVM,AVDR,chemical,1,7
AVM,AVJL,chemical,3,7
AVM,AVJR,chemical,2,7
AVM,BDUR,chemical,6,7
AVM,PVCL,chemical,2,7
AVM,PVCR,chemical,11,7
AVM,PVNR,chemical,1,7
AWAL,ADLL,chemical,1,7
AWAL,AFDL,chemical,5,7
AWAL,AIAL,chemical,2,7
AWAL,AIBL,chemical,1,7
AWAL,AIYL,chemical,5,7
AWAL,AIZL,chemical,13,7
AWAL,ASEL,chemical,5,7
AWAL,ASHL,chemical,2,7
AWAL,ASKL,chemical,1,7
AWAL,AUAL,chemical,1,7
AWAL,AWBL,chemical,2,7
AWAL,HSNR,chemical,1,7
AWAL,RIFL,chemical,2,7
AWAR,ADAR,chemical,1,7
AWAR,ADFR,chemical,3,7
AWAR,AFDR,chemical,4,7
AWAR,AIAR,chemical,2,7
AWAR,AIYR,chemical,2,7
AWAR,AIZR,chemical,13,7
AWAR,ASER,chemical,5,7
AWAR,ASHR,chemical,1,7
AWAR,ASKR,chemical,1,7
AWAR,AUAR,chemical,1,7
AWAR,AWBR,chemical,7,7
AWAR,RIFR,chemical,3,7
AWBL,ADFL,chemical,12,7
AWBL,ADFR,chemical,1,7
AWBL,AIAL,chemical,1,7
AWBL,AIYL,chemical,1,7
AWBL,AIZL,chemical,7,7
AWBL,ASEL,chemical,1,7
AWBL,RIAL,chemical,1,7
AWBL,SIAVL,chemical,1,7
AWBL,SMBDL,chemical,1,7
AWBR,ADFR,chemical,10,7
AWBR,AIZR,chemical,6,7
AWBR,AUAR,chemical,1,7
AWBR,AWAR,chemical,2,7
AWBR,HSNR,chemical,1,7
AWBR,RIAR,chemical,2,7
AWBR,RIBR,chemical,1,7
AWBR,RIGR,chemical,2,7
AWBR,SIBDR,chemical,1,7
AWBR,SMBVR,chemical,2,7
AWCL,AIAL,chemical,6,7
AWCL,AIAR,chemical,9,7
AWCL,AIBL,chemical,5,7
AWCL,AIBR,chemical,3,7
AWCL,AIYL,chemical,4,7
AWCL,AIYR,chemical,2,7
AWCL,AIZR,chemical,1,7
AWCL,ASER,chemical,1,7
AWCL,AWCR,chemical,11,7
AWCR,AIAL,chemical,4,7
AWCR,AIAR,chemical,3,7
AWCR,AIBL,chemical,9,7
AWCR,AIBR,chemical,5,7
AWCR,AIYL,chemical,5,7
AWCR,AIYR,chemical,14,7
AWCR,AIZL,chemical,1,7
AWCR,ASEL,chemical,1,7
AWCR,ASER,chemical,5,7
AWCR,ASIR,chemical,1,7
AWCR,ASKL,chemical,1,7
AWCR,AWCL,chemical,13,7
AWCR,BAGL,chemical,2,7
AWCR,BAGR,chemical,1,7
AWCR,IL2R,chemical,1,7
AWCR,OLLR,chemical,1,7
BAGL,AIBR,chemical,1,7
BAGL,AVAR,chemical,2,7
BAGL,AVER,chemical,6,7
BAGL,RIAR,chemical,11,7
BAGL,RIBR,chemical,9,7
BAGL,RIGR,chemical,5,7
BAGL,RMFR,chemical,2,7
BAGR,AIBL,chemical,2,7
BAGR,AIYL,chemical,2,7
BAGR,AVAL,chemical,2,7
BAGR,AVDL,chemical,1,7
BAGR,AVEL,chemical,5,7
BAGR,PVPL,chemical,2,7
BAGR,RIAL,chemical,15,7
BAGR,RIBL,chemical,10,7
BAGR,RID,chemical,2,7
BAGR,RIGL,chemical,6,7
BAGR,RIGR,chemical,1,7
BAGR,RMFL,chemical,7,7
BAGR,URXL,chemical,2,7
BDUL,ALML,chemical,2,7
BDUL,AVFR,chemical,1,7
BDUL,AVHL,chemical,2,7
BDUL,AVJL,chemical,2,7
BDUL,AVJR,chemical,2,7
BDUL,AVM,chemical,1,7
BDUL,PLNL,chemical,1,7
BDUL,PVCL,chemical,2,7
BDUL,PVCR,chemical,1,7
BDUL,PVNR,chemical,1,7
BDUL,PVQL,chemical,1,7
BDUL,RID,chemical,3,7
BDUL,URADL,chemical,1,7
BDUR,ALMR,chemical,5,7
BDUR,AVBR,chemical,2,7
BDUR,AVJL,chemical,4,7
BDUR,HSNR,chemical,3,7
BDUR,IL2DR,chemical,1,7
BDUR,PVCR,chemical,1,7
BDUR,PVNL,chemical,3,7
BDUR,PVNR,chemical,3,7
BDUR,RIFR,chemical,4,7
BDUR,URADR,chemical,1,7
CEPDL,ADEL,chemical,1,7
CEPDL,AVER,chemical,7,7
CEPDL,BWM-DL07,chemical,1,7
CEPDL,IL1DL,chemical,4,7
CEPDL,OLLL,chemical,7,7
CEPDL,OLQDL,chemical,7,7
CEPDL,RIBL,chemical,4,7
CEPDL,RICL,chemical,4,7
CEPDL,RICR,chemical,4,7
