pre,post,type,n_synapses,stage
ADAL,AVAL,chemical,1,3
ADAL,AVAR,chemical,2,3
ADAL,AVBL,chemical,3,3
ADAL,AVBR,chemical,1,3
ADAL,AVHR,chemical,1,3
ADAL,AVJR,chemical,2,3
ADAL,RICR,chemical,1,3
ADAL,RIML,chemical,2,3
ADAR,AVAL,chemical,1,3
ADAR,AVAR,chemical,1,3
ADAR,AVBL,chemical,2,3
ADAR,AVBR,chemical,3,3
ADAR,AVJL,chemical,2,3
ADAR,RICL,chemical,1,3
ADAR,RIMR,chemical,3,3
ADAR,RIPR,chemical,1,3
ADEL,ADER,chemical,1,3
ADEL,AVAR,chemical,1,3
ADEL,FLPL,chemical,1,3
ADEL,RIGR,chemical,1,3
ADEL,SAADR,chemical,1,3
ADER,ADAR,chemical,1,3
ADER,ADEL,chemical,1,3
ADER,AVAL,chemical,1,3
ADER,AVAR,chemical,1,3
ADFL,AIYL,chemical,1,3
ADFL,AIZL,chemical,4,3
ADFL,AIZR,chemical,1,3
ADFL,ASHL,chemical,1,3
ADFL,AUAL,chemical,3,3
ADFL,AWBL,chemical,1,3
ADFL,RIAL,chemical,6,3
ADFL,SMBDL,chemical,1,3
ADFL,SMBVL,chemical,2,3
ADFL,URXL,chemical,1,3
ADFR,AIAR,chemical,1,3
ADFR,AIZR,chemical,5,3
ADFR,ASEL,chemical,1,3
ADFR,AWAR,chemical,1,3
ADFR,RIAR,chemical,2,3
ADFR,SMBVR,chemical,1,3
ADLL,ADAL,chemical,2,3
ADLL,AIAL,chemical,4,3
ADLL,AIBL,chemical,4,3
ADLL,ASEL,chemical,3,3
ADLL,ASKL,chemical,2,3
ADLL,AVDL,chemical,1,3
ADLL,AVDR,chemical,2,3
ADLL,AVJR,chemical,1,3
ADLL,AWCL,chemical,4,3
ADLL,AWCR,chemical,1,3
ADLL,SIADR,chemical,1,3
ADLL,SIBDR,chemical,1,3
ADLR,ADAR,chemical,1,3
ADLR,AIAR,chemical,3,3
ADLR,AIBR,chemical,4,3
ADLR,ASER,chemical,1,3
ADLR,ASHR,chemical,1,3
ADLR,ASKR,chemical,4,3
ADLR,AVDR,chemical,1,3
ADLR,AVJR,chemical,1,3
AFDL,AIYL,chemical,2,3
AFDL,AIYR,chemical,1,3
AFDR,AIBR,chemical,1,3
AFDR,AIYL,chemical,1,3
AFDR,AIYR,chemical,4,3
AFDR,ASER,chemical,1,3
AFDR,AWCL,chemical,1,3
AIAL,ADAL,chemical,3,3
AIAL,AIBL,chemical,8,3
AIAL,ASGL,chemical,1,3
AIAL,ASHL,chemical,1,3
AIAL,ASKL,chemical,3,3
AIAL,AWCL,chemical,3,3
AIAL,AWCR,chemical,2,3
AIAL,PVQL,chemical,1,3
AIAL,RIFL,chemical,2,3
AIAR,ADAR,chemical,1,3
AIAR,AIBR,chemical,6,3
AIAR,ASHR,chemical,1,3
AIAR,ASKR,chemical,3,3
AIAR,AWCL,chemical,2,3
AIAR,RIFR,chemical,2,3
AIBL,AVBL,chemical,3,3
AIBL,RIBL,chemical,1,3
AIBL,RIBR,chemical,4,3
AIBL,RIML,chemical,1,3
AIBL,RIMR,chemical,8,3
AIBL,SMDDR,chemical,3,3
AIBL,SMDVR,chemical,3,3
AIBR,AVBR,chemical,5,3
AIBR,AVER,chemical,1,3
AIBR,RIBL,chemical,1,3
AIBR,RIGL,chemical,1,3
AIBR,RIML,chemical,10,3
AIBR,SAADR,chemical,2,3
AIBR,SMDDL,chemical,3,3
AIBR,SMDVL,chemical,1,3
AIML,AIAL,chemical,5,3
AIML,ASGL,chemical,3,3
AIML,ASHL,chemical,1,3
AIML,PVQL,chemical,1,3
AIMR,AIAR,chemical,4,3
AIMR,ASGR,chemical,2,3
AIMR,ASKR,chemical,1,3
AINL,AFDR,chemical,4,3
AINL,ASEL,chemical,1,3
AINL,AUAR,chemical,3,3
AINL,RIBR,chemical,1,3
AINR,AFDL,chemical,4,3
AINR,ASER,chemical,3,3
AINR,AUAL,chemical,1,3
AINR,BAGR,chemical,4,3
AINR,CEPshVL,chemical,2,3
AINR,RID,chemical,1,3
AIYL,ADFL,chemical,2,3
AIYL,AIZL,chemical,6,3
AIYL,AIZR,chemical,1,3
AIYL,ASEL,chemical,1,3
AIYL,AWBL,chemical,1,3
AIYL,RIAL,chemical,2,3
AIYL,RIBL,chemical,2,3
AIYR,AIZR,chemical,5,3
AIYR,AWBR,chemical,1,3
AIYR,BAGL,chemical,1,3
AIYR,RIAR,chemical,3,3
AIYR,RIBR,chemical,4,3
AIZL,AIAL,chemical,2,3
AIZL,AIBL,chemical,1,3
AIZL,AIBR,chemical,4,3
AIZL,AVER,chemical,1,3
AIZL,RIAL,chemical,2,3
AIZL,RIAR,chemical,1,3
AIZL,RIBL,chemical,1,3
AIZL,RIML,chemical,4,3
AIZL,SMBDL,chemical,4,3
AIZL,SMBVL,chemical,2,3
AIZL,SMBVR,chemical,1,3
AIZR,AIBL,chemical,6,3
AIZR,AVEL,chemical,2,3
AIZR,AVER,chemical,1,3
AIZR,RIAR,chemical,1,3
AIZR,RIMR,chemical,4,3
AIZR,SMBDR,chemical,2,3
AIZR,SMBVR,chemical,2,3
ALA,AVEL,chemical,2,3
ALA,AVER,chemical,1,3
ALA,CEPshVL,chemical,2,3
ALA,CEPshVR,chemical,1,3
ALML,BDUL,chemical,2,3
ALML,CEPVL,chemical,2,3
ALML,PVR,chemical,1,3
ALML,URBL,chemical,1,3
ALMR,BDUR,chemical,2,3
ALMR,CEPDR,chemical,1,3
ALMR,CEPVR,chemical,1,3
ALMR,PVR,chemical,1,3
ASEL,AFDR,chemical,1,3
ASEL,AIBL,chemical,6,3
ASEL,AIBR,chemical,1,3
ASEL,AIYL,chemical,6,3
ASEL,AIYR,chemical,2,3
ASEL,AWCL,chemical,2,3
ASEL,BAGL,chemical,1,3
ASER,ADLR,chemical,1,3
ASER,AIBL,chemical,4,3
ASER,AIBR,chemical,7,3
ASER,AIYL,chemical,3,3
ASER,AIYR,chemical,7,3
ASER,AWAR,chemical,1,3
ASER,AWCL,chemical,1,3
ASER,AWCR,chemical,1,3
ASER,BAGR,chemical,1,3
ASGL,AIAL,chemical,6,3
ASGL,AIBL,chemical,1,3
ASGL,AIML,chemical,1,3
ASGL,AWCL,chemical,1,3
ASGR,AIAR,chemical,3,3
ASGR,AIMR,chemical,2,3
ASGR,AWCR,chemical,1,3
ASHL,ADAL,chemical,2,3
ASHL,ADFL,chemical,2,3
ASHL,AIAL,chemical,4,3
ASHL,AIBL,chemical,3,3
ASHL,ALML,chemical,1,3
ASHL,ASKL,chemical,2,3
ASHL,AVAL,chemical,1,3
ASHL,AVDL,chemical,1,3
ASHL,AVDR,chemical,1,3
ASHL,AWAL,chemical,1,3
ASHL,RIAL,chemical,2,3
ASHL,SIBVL,chemical,1,3
ASHL,SMBDL,chemical,1,3
ASHR,ADAR,chemical,1,3
ASHR,AIAR,chemical,3,3
ASHR,AIBR,chemical,3,3
ASHR,ASER,chemical,1,3
ASHR,AVAR,chemical,3,3
ASHR,AVBR,chemical,4,3
ASHR,AVDL,chemical,3,3
ASHR,AVDR,chemical,1,3
ASHR,AVJL,chemical,1,3
ASHR,AVJR,chemical,1,3
ASHR,AWAR,chemical,1,3
ASHR,RIAR,chemical,1,3
ASHR,RIMR,chemical,1,3
ASIL,AIAL,chemical,1,3
ASIL,AWCL,chemical,2,3
ASIR,AIAR,chemical,1,3
ASIR,ASER,chemical,1,3
ASIR,ASGR,chemical,1,3
ASIR,AWCL,chemical,2,3
ASIR,CEPshVR,chemical,2,3
ASJL,ASKL,chemical,3,3
ASJL,AWAL,chemical,1,3
ASJL,PVQL,chemical,4,3
ASJR,AIAR,chemical,1,3
ASJR,AIMR,chemical,1,3
ASJR,ASKR,chemical,3,3
ASJR,AWAR,chemical,1,3
ASJR,CEPshVL,chemical,1,3
ASJR,CEPshVR,chemical,1,3
ASJR,PVQR,chemical,6,3
ASKL,ADAL,chemical,1,3
ASKL,AIAL,chemical,6,3
ASKR,AIAR,chemical,6,3
ASKR,AIMR,chemical,1,3
AUAL,AVAL,chemical,2,3
AUAL,AVEL,chemical,2,3
AUAL,RIAL,chemical,7,3
AUAL,RIBL,chemical,7,3
AUAL,URXL,chemical,2,3
AUAR,AVAR,chemical,2,3
AUAR,AVER,chemical,4,3
AUAR,RIAR,chemical,5,3
AUAR,RIBR,chemical,7,3
AUAR,URXR,chemical,3,3
AVHL,ADFR,chemical,3,3
AVHL,AFDR,chemical,1,3
AVHL,AIZR,chemical,1,3
AVHL,ASHR,chemical,1,3
AVHL,DVA,chemical,1,3
AVHL,OLQVR,chemical,1,3
AVHL,RIR,chemical,2,3
AVHL,URXR,chemical,1,3
AVHR,ADFL,chemical,1,3
AVHR,AIZL,chemical,2,3
AVHR,AWAL,chemical,1,3
AVHR,AWBL,chemical,3,3
AVHR,PVPL,chemical,1,3
AVHR,RIR,chemical,1,3
AVJL,AIYR,chemical,1,3
AVJL,AVBR,chemical,1,3
AVJR,AIYL,chemical,1,3
AVJR,AVBR,chemical,1,3
AVJR,AVJL,chemical,1,3
AVJR,SMBVL,chemical,1,3
AVKL,AVEL,chemical,1,3
AVKL,AVER,chemical,2,3
AVKL,RIML,chemical,3,3
AVKL,RIMR,chemical,2,3
AVKL,RIS,chemical,1,3
AVKL,RMDR,chemical,1,3
AVKL,RMGL,chemical,1,3
AVKL,SAAVL,chemical,1,3
AVKL,SAAVR,chemical,1,3
AVKL,SMDVR,chemical,1,3
AVKR,AVER,chemical,2,3
AVKR,RIGR,chemical,1,3
AVKR,RIMR,chemical,3,3
AVKR,RIS,chemical,1,3
AVKR,RMDL,chemical,2,3
AVKR,SAADR,chemical,2,3
AVL,BAGR,chemical,1,3
AVL,RIS,chemical,1,3
AVL,RMEL,chemical,1,3
AVL,RMER,chemical,1,3
AWAL,ADLL,chemical,2,3
AWAL,AIZL,chemical,3,3
AWAL,ASEL,chemical,2,3
AWAL,AVHR,chemical,1,3
AWAL,AWBL,chemical,3,3
AWAL,AWBR,chemical,1,3
AWAL,SMBVL,chemical,1,3
AWAR,ADFR,chemical,1,3
AWAR,ADLR,chemical,3,3
AWAR,AIAR,chemical,2,3
AWAR,AIYR,chemical,1,3
AWAR,AIZR,chemical,1,3
AWAR,ASER,chemical,2,3
AWAR,ASJR,chemical,1,3
AWAR,AWBR,chemical,4,3
AWBL,ADFL,chemical,3,3
AWBL,AIZL,chemical,3,3
AWBL,URXL,chemical,1,3
AWBR,ADFR,chemical,3,3
AWBR,AIZL,chemical,1,3
AWBR,AIZR,chemical,1,3
AWBR,AWAR,chemical,1,3
AWBR,SMBVR,chemical,1,3
AWCL,AIAL,chemical,4,3
AWCL,AIAR,chemical,4,3
AWCL,AIBL,chemical,3,3
AWCL,AIBR,chemical,5,3
AWCL,AIYL,chemical,2,3
AWCL,AIYR,chemical,2,3
AWCL,ASEL,chemical,1,3
AWCL,ASER,chemical,3,3
AWCL,ASGL,chemical,1,3
AWCL,AWCR,chemical,3,3
AWCR,AIAL,chemical,1,3
AWCR,AIBL,chemical,2,3
AWCR,AIBR,chemical,5,3
AWCR,AIYL,chemical,2,3
AWCR,AIYR,chemical,6,3
AWCR,AWCL,chemical,2,3
AWCR,BAGR,chemical,1,3
BAGL,AINL,chemical,1,3
BAGL,RIAR,chemical,4,3
BAGL,RIBR,chemical,4,3
BAGL,RIGR,chemical,1,3
BAGR,RIAL,chemical,2,3
BAGR,RIBL,chemical,1,3
BAGR,RIGL,chemical,1,3
BDUL,AVBL,chemical,1,3
